"area","date","dwellings"
"Manawatu-Whanganui",2007-09-30,95866.4061538654
"Manawatu-Whanganui",2007-10-31,95933.671532148
"Manawatu-Whanganui",2007-11-30,96017.0443419953
"Manawatu-Whanganui",2007-12-31,96082.384604901
"Manawatu-Whanganui",2008-01-31,96188.4810469754
"Manawatu-Whanganui",2008-02-29,96244.3106677724
"Manawatu-Whanganui",2008-03-31,96322.8796711175
"Manawatu-Whanganui",2008-04-30,96394.7979082307
"Manawatu-Whanganui",2008-05-31,96484.7096144619
"Manawatu-Whanganui",2008-06-30,96567.0220017881
"Manawatu-Whanganui",2008-07-31,96634.1561841531
"Manawatu-Whanganui",2008-08-31,96741.0730479105
"Manawatu-Whanganui",2008-09-30,96816.7034237733
"Manawatu-Whanganui",2008-10-31,96936.8446008527
"Manawatu-Whanganui",2008-11-30,97040.858935161
"Manawatu-Whanganui",2008-12-31,97127.8035781951
"Manawatu-Whanganui",2009-01-31,97168.3228616078
"Manawatu-Whanganui",2009-02-28,97227.7736949765
"Manawatu-Whanganui",2009-03-31,97297.6285544352
"Manawatu-Whanganui",2009-04-30,97345.6917326501
"Manawatu-Whanganui",2009-05-31,97454.3376415714
"Manawatu-Whanganui",2009-06-30,97487.2280635849
"Manawatu-Whanganui",2009-07-31,97553.2418019351
"Manawatu-Whanganui",2009-08-31,97576.6491661859
"Manawatu-Whanganui",2009-09-30,97604.7828623867
"Manawatu-Whanganui",2009-10-31,97639.5342917135
"Manawatu-Whanganui",2009-11-30,97678.062904359
"Manawatu-Whanganui",2009-12-31,97710.9059902725
"Manawatu-Whanganui",2010-01-31,97724.8199100624
"Manawatu-Whanganui",2010-02-28,97734.9457490141
"Manawatu-Whanganui",2010-03-31,97764.9323645254
"Manawatu-Whanganui",2010-04-30,97789.2370290533
"Manawatu-Whanganui",2010-05-31,97812.5899908438
"Manawatu-Whanganui",2010-06-30,97839.7197954055
"Manawatu-Whanganui",2010-07-31,97878.1900041578
"Manawatu-Whanganui",2010-08-31,97915.7062114772
"Manawatu-Whanganui",2010-09-30,97968.3405171271
"Manawatu-Whanganui",2010-10-31,98025.6903423444
"Manawatu-Whanganui",2010-11-30,98058.4522076834
"Manawatu-Whanganui",2010-12-31,98101.60320016
"Manawatu-Whanganui",2011-01-31,98122.0633381045
"Manawatu-Whanganui",2011-02-28,98172.7574591515
"Manawatu-Whanganui",2011-03-31,98220.6061775895
"Manawatu-Whanganui",2011-04-30,98256.1621931414
"Manawatu-Whanganui",2011-05-31,98283.2077122013
"Manawatu-Whanganui",2011-06-30,98319.6931246305
"Manawatu-Whanganui",2011-07-31,98354.2812614395
"Manawatu-Whanganui",2011-08-31,98401.1396250009
"Manawatu-Whanganui",2011-09-30,98437.5997517795
"Manawatu-Whanganui",2011-10-31,98458.9429721439
"Manawatu-Whanganui",2011-11-30,98495.3881148333
"Manawatu-Whanganui",2011-12-31,98531.8250843831
"Manawatu-Whanganui",2012-01-31,98547.4849915741
"Manawatu-Whanganui",2012-02-29,98565.9723374944
"Manawatu-Whanganui",2012-03-31,98603.3321483825
"Manawatu-Whanganui",2012-04-30,98631.2457657729
"Manawatu-Whanganui",2012-05-31,98655.377943001
"Manawatu-Whanganui",2012-06-30,98689.8839227299
"Manawatu-Whanganui",2012-07-31,98726.2691290625
"Manawatu-Whanganui",2012-08-31,98751.3248287239
"Manawatu-Whanganui",2012-09-30,98780.147835827
"Manawatu-Whanganui",2012-10-31,98804.2476610443
"Manawatu-Whanganui",2012-11-30,98836.8302281338
"Manawatu-Whanganui",2012-12-31,98859.9742640439
"Manawatu-Whanganui",2013-01-31,98880.283454317
"Manawatu-Whanganui",2013-02-28,98906.2449679425
"Manawatu-Whanganui",2013-03-31,98952
"Manawatu-Whanganui",2013-04-30,98993.7214348565
"Manawatu-Whanganui",2013-05-31,99041.102704552
"Manawatu-Whanganui",2013-06-30,99077.1714852096
"Manawatu-Whanganui",2013-07-31,99118.9001007063
"Manawatu-Whanganui",2013-08-31,99162.5170986514
"Manawatu-Whanganui",2013-09-30,99205.1935832611
"Manawatu-Whanganui",2013-10-31,99309.1709537489
"Manawatu-Whanganui",2013-11-30,99356.5696496323
"Manawatu-Whanganui",2013-12-31,99404.9142005468
"Manawatu-Whanganui",2014-01-31,99437.2281668825
"Manawatu-Whanganui",2014-02-28,99474.2597909151
"Manawatu-Whanganui",2014-03-31,99517.8959080445
"Manawatu-Whanganui",2014-04-30,99561.534535479
"Manawatu-Whanganui",2014-05-31,99631.5868736201
"Manawatu-Whanganui",2014-06-30,99668.628334546
"Manawatu-Whanganui",2014-07-31,99716.0483680228
"Manawatu-Whanganui",2014-08-31,99752.1510086099
"Manawatu-Whanganui",2014-09-30,99801.4629272865
"Manawatu-Whanganui",2014-10-31,99845.1172879124
"Manawatu-Whanganui",2014-11-30,99894.434752612
"Manawatu-Whanganui",2014-12-31,99935.2639245326
"Manawatu-Whanganui",2015-01-31,99963.8300528594
"Manawatu-Whanganui",2015-02-28,100008.437595105
"Manawatu-Whanganui",2015-03-31,100049.273509822
"Manawatu-Whanganui",2015-04-30,100098.603963891
"Manawatu-Whanganui",2015-05-31,100156.429745431
"Manawatu-Whanganui",2015-06-30,100181.231631197
"Manawatu-Whanganui",2015-07-31,100213.584186176
"Manawatu-Whanganui",2015-08-31,100265.756145934
"Manawatu-Whanganui",2015-09-30,100315.099968837
"Manawatu-Whanganui",2015-10-31,100357.840378659
"Manawatu-Whanganui",2015-11-30,100392.089197277
"Manawatu-Whanganui",2015-12-31,100429.171377687
"Manawatu-Whanganui",2016-01-31,100464.36797785
"Manawatu-Whanganui",2016-02-29,100505.229783737
"Manawatu-Whanganui",2016-03-31,100548.925622776
"Manawatu-Whanganui",2016-04-30,100578.465044353
"Manawatu-Whanganui",2016-05-31,100622.165466159
"Manawatu-Whanganui",2016-06-30,100653.596568608
"Manawatu-Whanganui",2016-07-31,100707.685808512
"Manawatu-Whanganui",2016-08-31,100757.057974512
"Manawatu-Whanganui",2016-09-30,100800.768554296
"Manawatu-Whanganui",2016-10-31,100858.643199218
"Manawatu-Whanganui",2016-11-30,100907.079901681
"Manawatu-Whanganui",2016-12-31,100973.458485004
"Manawatu-Whanganui",2017-01-31,101017.180390351
"Manawatu-Whanganui",2017-02-28,101066.570128487
"Manawatu-Whanganui",2017-03-31,101119.739725616
"Manawatu-Whanganui",2017-04-30,101182.355204772
"Manawatu-Whanganui",2017-05-31,101251.584517695
"Manawatu-Whanganui",2017-06-30,101316.0962313
"Manawatu-Whanganui",2017-07-31,101383.444838638
"Manawatu-Whanganui",2017-08-31,101466.852140134
"Manawatu-Whanganui",2017-09-30,101541.764581193
"Manawatu-Whanganui",2017-10-31,101609.125827625
"Manawatu-Whanganui",2017-11-30,101701.047604966
"Manawatu-Whanganui",2017-12-31,101765.584012968
"Manawatu-Whanganui",2018-01-31,101832.957840116
"Manawatu-Whanganui",2018-02-28,101923.005333583
"Manawatu-Whanganui",2018-03-31,101997
"Manawatu-Whanganui",2018-04-30,102063.121991497
"Manawatu-Whanganui",2018-05-31,102134.911582266
"Manawatu-Whanganui",2018-06-30,102210.479572549
"Manawatu-Whanganui",2018-07-31,102272.823164532
"Manawatu-Whanganui",2018-08-31,102367.283152385
"Manawatu-Whanganui",2018-09-30,102463.632339996
"Manawatu-Whanganui",2018-10-31,102527.865131736
"Manawatu-Whanganui",2018-11-30,102604.377721897
"Manawatu-Whanganui",2018-12-31,102668.610513638
"Manawatu-Whanganui",2019-01-31,102730.954105621
"Manawatu-Whanganui",2019-02-28,102817.857294446
"Manawatu-Whanganui",2019-03-31,102947.267477805
"Manawatu-Whanganui",2019-04-30,103035.115266509
"Manawatu-Whanganui",2019-05-31,103156.024050961
"Manawatu-Whanganui",2019-06-30,103223.090642337
"Manawatu-Whanganui",2019-07-31,103316.606030312
"Manawatu-Whanganui",2019-08-31,103427.1242161
"Manawatu-Whanganui",2019-09-30,103480.021809298
"Manawatu-Whanganui",2019-10-31,103589.595395208
"Manawatu-Whanganui",2019-11-30,103694.445981725
"Manawatu-Whanganui",2019-12-31,103803.074967757
"Manawatu-Whanganui",2020-01-31,103885.255157189
"Manawatu-Whanganui",2020-02-29,103995.773342978
"Manawatu-Whanganui",2020-03-31,104080.787332046
"Manawatu-Whanganui",2020-04-30,104159.189121964
"Manawatu-Whanganui",2020-05-31,104274.430307145
"Manawatu-Whanganui",2020-06-30,104348.109097671
"Manawatu-Whanganui",2020-07-31,104419.89868844
"Manawatu-Whanganui",2020-08-31,104516.24787605
"Manawatu-Whanganui",2020-09-30,104619.20926281
"Manawatu-Whanganui",2020-10-31,104724.059849327
"Manawatu-Whanganui",2020-11-30,104857.248432201
"Manawatu-Whanganui",2020-12-31,104912.979825034
"Manawatu-Whanganui",2021-01-31,104999.883013859
"Manawatu-Whanganui",2021-02-28,105113.234999283
"Manawatu-Whanganui",2021-03-31,105201.082787987
"Manawatu-Whanganui",2021-04-30,105272.872378756
"Manawatu-Whanganui",2021-05-31,105412.673160779
"Manawatu-Whanganui",2021-06-30,105592.1471377
"Manawatu-Whanganui",2021-07-31,105679.994926404
"Manawatu-Whanganui",2021-08-31,105774.454914257
"Manawatu-Whanganui",2021-09-30,105847.189104904
"Manawatu-Whanganui",2021-10-31,105922.757095187
"Manawatu-Whanganui",2021-11-30,106033.275280976
"Manawatu-Whanganui",2021-12-31,106120.178469801
"Manawatu-Whanganui",2022-01-31,106187.245061177
"Manawatu-Whanganui",2022-02-28,106332.713442471
"Manawatu-Whanganui",2022-03-31,106520.688818299
"Manawatu-Whanganui",2022-04-30,106647.265202023
"Manawatu-Whanganui",2022-05-31,106760.617187447
"Manawatu-Whanganui",2022-06-30,106919.30996704
"Manawatu-Whanganui",2022-07-31,107057.221549306
"Manawatu-Whanganui",2022-08-31,107168.684334973
"Manawatu-Whanganui",2022-09-30,107303.762117604
"Manawatu-Whanganui",2022-10-31,107409.557304
"Manawatu-Whanganui",2022-11-30,107543.690486751
"Manawatu-Whanganui",2022-12-31,107641.928874119
"Manawatu-Whanganui",2023-01-31,107706.161665859
"Marlborough",2001-12-31,18810.4
"Marlborough",2002-01-31,18831.3
"Marlborough",2002-02-28,18843.65
"Marlborough",2002-03-31,18856
"Marlborough",2002-04-30,18878.8
"Marlborough",2002-05-31,18901.6
"Marlborough",2002-06-30,18920.6
"Marlborough",2002-07-31,18938.65
"Marlborough",2002-08-31,18962.4
"Marlborough",2002-09-30,18989.95
"Marlborough",2002-10-31,19014.65
"Marlborough",2002-11-30,19035.55
"Marlborough",2002-12-31,19052.65
"Marlborough",2003-01-31,19075.45
"Marlborough",2003-02-28,19095.4
"Marlborough",2003-03-31,19117.25
"Marlborough",2003-04-30,19135.3
"Marlborough",2003-05-31,19157.15
"Marlborough",2003-06-30,19188.5
"Marlborough",2003-07-31,19209.4
"Marlborough",2003-08-31,19236
"Marlborough",2003-09-30,19276.85
"Marlborough",2003-10-31,19300.6
"Marlborough",2003-11-30,19329.1
"Marlborough",2003-12-31,19351.9
"Marlborough",2004-01-31,19386.1
"Marlborough",2004-02-29,19406.05
"Marlborough",2004-03-31,19430.75
"Marlborough",2004-04-30,19461.15
"Marlborough",2004-05-31,19491.55
"Marlborough",2004-06-30,19540
"Marlborough",2004-07-31,19565.65
"Marlborough",2004-08-31,19599.85
"Marlborough",2004-09-30,19645.45
"Marlborough",2004-10-31,19680.6
"Marlborough",2004-11-30,19717.65
"Marlborough",2004-12-31,19750.9
"Marlborough",2005-01-31,19784.15
"Marlborough",2005-02-28,19809.8
"Marlborough",2005-03-31,19852.55
"Marlborough",2005-04-30,19881.05
"Marlborough",2005-05-31,19921.9
"Marlborough",2005-06-30,19963.7
"Marlborough",2005-07-31,19996.95
"Marlborough",2005-08-31,20028.3
"Marlborough",2005-09-30,20066.3
"Marlborough",2005-10-31,20103.35
"Marlborough",2005-11-30,20149.9
"Marlborough",2005-12-31,20175.55
"Marlborough",2006-01-31,20202.15
"Marlborough",2006-02-28,20229.7
"Marlborough",2006-03-31,20262
"Marlborough",2006-04-30,20328.5928580975
"Marlborough",2006-05-31,20363.8087590757
"Marlborough",2006-06-30,20408.4885130077
"Marlborough",2006-07-31,20432.2621403217
"Marlborough",2006-08-31,20467.3977826041
"Marlborough",2006-09-30,20483.5432274753
"Marlborough",2006-10-31,20503.465391198
"Marlborough",2006-11-30,20541.3738380935
"Marlborough",2006-12-31,20577.3590038406
"Marlborough",2007-01-31,20594.3778659867
"Marlborough",2007-02-28,20623.687606269
"Marlborough",2007-03-31,20644.4571491402
"Marlborough",2007-04-30,20658.586800931
"Marlborough",2007-05-31,20691.6172015102
"Marlborough",2007-06-30,20704.7683645273
"Marlborough",2007-07-31,20731.1380435249
"Marlborough",2007-08-31,20771.65816498
"Marlborough",2007-09-30,20795.1469045567
"Marlborough",2007-10-31,20815.7834998171
"Marlborough",2007-11-30,20845.8410617053
"Marlborough",2007-12-31,20883.4232661919
"Marlborough",2008-01-31,20902.1114611701
"Marlborough",2008-02-29,20933.0415213404
"Marlborough",2008-03-31,20973.3735556227
"Marlborough",2008-04-30,21001.4245143575
"Marlborough",2008-05-31,21044.5253709512
"Marlborough",2008-06-30,21065.9339879585
"Marlborough",2008-07-31,21099.5627206641
"Marlborough",2008-08-31,21133.1651089123
"Marlborough",2008-09-30,21158.2738620461
"Marlborough",2008-10-31,21182.4212809367
"Marlborough",2008-11-30,21230.0534172675
"Marlborough",2008-12-31,21259.7920886884
"Marlborough",2009-01-31,21280.1110188052
"Marlborough",2009-02-28,21314.5013580071
"Marlborough",2009-03-31,21339.4750192139
"Marlborough",2009-04-30,21366.3051814329
"Marlborough",2009-05-31,21390.2982095497
"Marlborough",2009-06-30,21407.7046481628
"Marlborough",2009-07-31,21417.5931834572
"Marlborough",2009-08-31,21441.5322973355
"Marlborough",2009-09-30,21451.3941818416
"Marlborough",2009-10-31,21464.9923495204
"Marlborough",2009-11-30,21472.9579099973
"Marlborough",2009-12-31,21492.1482491992
"Marlborough",2010-01-31,21509.4496163136
"Marlborough",2010-02-28,21522.9926444303
"Marlborough",2010-03-31,21538.3927862211
"Marlborough",2010-04-30,21545.3633160556
"Marlborough",2010-05-31,21558.867440148
"Marlborough",2010-06-30,21582.6362340458
"Marlborough",2010-07-31,21599.8463145518
"Marlborough",2010-08-31,21617.040465851
"Marlborough",2010-09-30,21633.285229812
"Marlborough",2010-10-31,21647.6483736271
"Marlborough",2010-11-30,21657.3331988728
"Marlborough",2010-12-31,21672.6022310382
"Marlborough",2011-01-31,21681.3309296659
"Marlborough",2011-02-28,21689.1172865661
"Marlborough",2011-03-31,21709.9365229212
"Marlborough",2011-04-30,21720.4929274565
"Marlborough",2011-05-31,21732.8997063858
"Marlborough",2011-06-30,21754.6006309502
"Marlborough",2011-07-31,21763.2570354854
"Marlborough",2011-08-31,21767.2525823127
"Marlborough",2011-09-30,21775.8896880012
"Marlborough",2011-10-31,21780.7984751204
"Marlborough",2011-11-30,21794.0618231251
"Marlborough",2011-12-31,21802.6673767309
"Marlborough",2012-01-31,21806.6197309012
"Marlborough",2012-02-29,21809.6364826238
"Marlborough",2012-03-31,21808.9347183659
"Marlborough",2012-04-30,21811.0115790082
"Marlborough",2012-05-31,21824.210291193
"Marlborough",2012-06-30,21831.8333737233
"Marlborough",2012-07-31,21832.9596217038
"Marlborough",2012-08-31,21837.7860058108
"Marlborough",2012-09-30,21845.3827438837
"Marlborough",2012-10-31,21853.8954792267
"Marlborough",2012-11-30,21880.9076698786
"Marlborough",2012-12-31,21887.5430737082
"Marlborough",2013-01-31,21890.4697641461
"Marlborough",2013-02-28,21896.16343891
"Marlborough",2013-03-31,21900
"Marlborough",2013-04-30,21916.0052044269
"Marlborough",2013-05-31,21929.240448795
"Marlborough",2013-06-30,21956.3483791894
"Marlborough",2013-07-31,21971.440822927
"Marlborough",2013-08-31,21987.4615431045
"Marlborough",2013-09-30,22001.63579564
"Marlborough",2013-10-31,22020.4390177747
"Marlborough",2013-11-30,22040.1719386265
"Marlborough",2013-12-31,22054.3569228895
"Marlborough",2014-01-31,22063.9172043847
"Marlborough",2014-02-28,22086.4389627919
"Marlborough",2014-03-31,22105.2628725941
"Marlborough",2014-04-30,22124.0911785256
"Marlborough",2014-05-31,22142.9238805864
"Marlborough",2014-06-30,22155.2775250643
"Marlborough",2014-07-31,22175.9707882406
"Marlborough",2014-08-31,22190.1837008546
"Marlborough",2014-09-30,22209.9592900205
"Marlborough",2014-10-31,22223.2524598575
"Marlborough",2014-11-30,22233.7679117602
"Marlborough",2014-12-31,22253.555267037
"Marlborough",2015-01-31,22269.6388260044
"Marlborough",2015-02-28,22282.0170370873
"Marlborough",2015-03-31,22302.7441763191
"Marlborough",2015-04-30,22316.0562236526
"Marlborough",2015-05-31,22337.7197850933
"Marlborough",2015-06-30,22352.8942037132
"Marlborough",2015-07-31,22369.9277611713
"Marlborough",2015-08-31,22386.037179723
"Marlborough",2015-09-30,22407.7191014686
"Marlborough",2015-10-31,22426.6213658113
"Marlborough",2015-11-30,22440.8859975939
"Marlborough",2015-12-31,22457.0108025983
"Marlborough",2016-01-31,22473.1392279445
"Marlborough",2016-02-29,22491.1288608957
"Marlborough",2016-03-31,22508.1937084509
"Marlborough",2016-04-30,22524.3333827162
"Marlborough",2016-05-31,22552.5560371535
"Marlborough",2016-06-30,22567.7753221521
"Marlborough",2016-07-31,22587.6451695028
"Marlborough",2016-08-31,22615.8857963512
"Marlborough",2016-09-30,22636.6958155507
"Marlborough",2016-10-31,22651.9317799812
"Marlborough",2016-11-30,22669.0310207835
"Marlborough",2016-12-31,22683.3438806909
"Marlborough",2017-01-31,22693.9389801133
"Marlborough",2017-02-28,22710.1182195427
"Marlborough",2017-03-31,22731.8839263415
"Marlborough",2017-04-30,22748.071182242
"Marlborough",2017-05-31,22763.3313253838
"Marlborough",2017-06-30,22786.9725918569
"Marlborough",2017-07-31,22820.8604560979
"Marlborough",2017-08-31,22839.8589180942
"Marlborough",2017-09-30,22867.2430288491
"Marlborough",2017-10-31,22890.9083447356
"Marlborough",2017-11-30,22910.8533141788
"Marlborough",2017-12-31,22930.8029383472
"Marlborough",2018-01-31,22954.484287176
"Marlborough",2018-02-28,22976.3075315499
"Marlborough",2018-03-31,23000
"Marlborough",2018-04-30,23016.776469434
"Marlborough",2018-05-31,23049.3973822224
"Marlborough",2018-06-30,23067.1058777361
"Marlborough",2018-07-31,23087.6104514888
"Marlborough",2018-08-31,23112.7751556398
"Marlborough",2018-09-30,23142.5999901892
"Marlborough",2018-10-31,23185.4731898539
"Marlborough",2018-11-30,23213.433972244
"Marlborough",2018-12-31,23239.5307024747
"Marlborough",2019-01-31,23264.6954066257
"Marlborough",2019-02-28,23281.4718760597
"Marlborough",2019-03-31,23302.9084758921
"Marlborough",2019-04-30,23330.8692582821
"Marlborough",2019-05-31,23354.1699102738
"Marlborough",2019-06-30,23376.5385361859
"Marlborough",2019-07-31,23388.6548752215
"Marlborough",2019-08-31,23410.0914750539
"Marlborough",2019-09-30,23428.7319966473
"Marlborough",2019-10-31,23446.440492161
"Marlborough",2019-11-30,23463.216961595
"Marlborough",2019-12-31,23479.993431029
"Marlborough",2020-01-31,23502.362056941
"Marlborough",2020-02-29,23517.2744742157
"Marlborough",2020-03-31,23544.3032305261
"Marlborough",2020-04-30,23565.7398303585
"Marlborough",2020-05-31,23589.9725084298
"Marlborough",2020-06-30,23608.6130300232
"Marlborough",2020-07-31,23626.3215255369
"Marlborough",2020-08-31,23635.6417863336
"Marlborough",2020-09-30,23658.9424383253
"Marlborough",2020-10-31,23677.5829599186
"Marlborough",2020-11-30,23707.407794468
"Marlborough",2020-12-31,23737.2326290174
"Marlborough",2021-01-31,23756.8051766904
"Marlborough",2021-02-28,23769.8535418057
"Marlborough",2021-03-31,23792.2221677178
"Marlborough",2021-04-30,23803.4064806738
"Marlborough",2021-05-31,23820.1829501078
"Marlborough",2021-06-30,23845.3476542589
"Marlborough",2021-07-31,23870.5123584099
"Marlborough",2021-08-31,23879.8326192066
"Marlborough",2021-09-30,23901.2692190389
"Marlborough",2021-10-31,23916.1816363136
"Marlborough",2021-11-30,23946.006470863
"Marlborough",2021-12-31,23965.579018536
"Marlborough",2022-01-31,23978.6273836514
"Marlborough",2022-02-28,24001.9280356431
"Marlborough",2022-03-31,24016.8404529178
"Marlborough",2022-04-30,24034.5489484314
"Marlborough",2022-05-31,24049.4613657061
"Marlborough",2022-06-30,24064.3737829808
"Marlborough",2022-07-31,24101.6548261675
"Marlborough",2022-08-31,24118.4312956016
"Marlborough",2022-09-30,24148.2561301509
"Marlborough",2022-10-31,24169.6927299833
"Marlborough",2022-11-30,24184.605147258
"Marlborough",2022-12-31,24193.9254080547
"Marlborough",2023-01-31,24200.4495906123
"Nelson",2001-12-31,17204.45
"Nelson",2002-01-31,17213.95
"Nelson",2002-02-28,17228.2
"Nelson",2002-03-31,17236.75
"Nelson",2002-04-30,17249.1
"Nelson",2002-05-31,17260.5
"Nelson",2002-06-30,17272.85
"Nelson",2002-07-31,17295.65
"Nelson",2002-08-31,17315.6
"Nelson",2002-09-30,17329.85
"Nelson",2002-10-31,17341.25
"Nelson",2002-11-30,17362.15
"Nelson",2002-12-31,17381.15
"Nelson",2003-01-31,17397.3
"Nelson",2003-02-28,17424.85
"Nelson",2003-03-31,17435.3
"Nelson",2003-04-30,17452.4
"Nelson",2003-05-31,17469.5
"Nelson",2003-06-30,17491.35
"Nelson",2003-07-31,17507.5
"Nelson",2003-08-31,17549.3
"Nelson",2003-09-30,17574
"Nelson",2003-10-31,17595.85
"Nelson",2003-11-30,17629.1
"Nelson",2003-12-31,17653.8
"Nelson",2004-01-31,17669
"Nelson",2004-02-29,17696.55
"Nelson",2004-03-31,17718.4
"Nelson",2004-04-30,17739.3
"Nelson",2004-05-31,17798.2
"Nelson",2004-06-30,17830.5
"Nelson",2004-07-31,17851.4
"Nelson",2004-08-31,17878
"Nelson",2004-09-30,17892.25
"Nelson",2004-10-31,17936.9
"Nelson",2004-11-30,17964.45
"Nelson",2004-12-31,18005.3
"Nelson",2005-01-31,18032.85
"Nelson",2005-02-28,18061.35
"Nelson",2005-03-31,18084.15
"Nelson",2005-04-30,18121.2
"Nelson",2005-05-31,18144
"Nelson",2005-06-30,18170.6
"Nelson",2005-07-31,18206.7
"Nelson",2005-08-31,18222.85
"Nelson",2005-09-30,18239.95
"Nelson",2005-10-31,18275.1
"Nelson",2005-11-30,18285.55
"Nelson",2005-12-31,18294.1
"Nelson",2006-01-31,18355.85
"Nelson",2006-02-28,18362.5
"Nelson",2006-03-31,18372
"Nelson",2006-04-30,18416.6858824832
"Nelson",2006-05-31,18430.9684959255
"Nelson",2006-06-30,18442.398705661
"Nelson",2006-07-31,18457.6246848729
"Nelson",2006-08-31,18465.2510486778
"Nelson",2006-09-30,18488.066259284
"Nelson",2006-10-31,18501.3832005588
"Nelson",2006-11-30,18530.8339889251
"Nelson",2006-12-31,18549.8379501841
"Nelson",2007-01-31,18560.2963342633
"Nelson",2007-02-28,18575.496930333
"Nelson",2007-03-31,18592.5917575068
"Nelson",2007-04-30,18614.4264891126
"Nelson",2007-05-31,18628.667181911
"Nelson",2007-06-30,18641.9560478922
"Nelson",2007-07-31,18655.241837129
"Nelson",2007-08-31,18678.9565698956
"Nelson",2007-09-30,18746.2864998917
"Nelson",2007-10-31,18766.1937330935
"Nelson",2007-11-30,18786.0965434752
"Nelson",2007-12-31,18796.5151221723
"Nelson",2008-01-31,18820.2015873488
"Nelson",2008-02-29,18846.7262262885
"Nelson",2008-03-31,18871.349711449
"Nelson",2008-04-30,18897.8630048934
"Nelson",2008-05-31,18936.688031328
"Nelson",2008-06-30,18977.3995970054
"Nelson",2008-07-31,19024.7336642787
"Nelson",2008-08-31,19058.7967683283
"Nelson",2008-09-30,19065.386214101
"Nelson",2008-10-31,19086.1792202613
"Nelson",2008-11-30,19117.3837671152
"Nelson",2008-12-31,19126.8045601243
"Nelson",2009-01-31,19155.1576647543
"Nelson",2009-02-28,19178.7714418418
"Nelson",2009-03-31,19220.3642615091
"Nelson",2009-04-30,19245.8587127952
"Nelson",2009-05-31,19272.2939338477
"Nelson",2009-06-30,19293.0458846985
"Nelson",2009-07-31,19313.7932204326
"Nelson",2009-08-31,19324.1293039177
"Nelson",2009-09-30,19342.9765435035
"Nelson",2009-10-31,19358.0360900673
"Nelson",2009-11-30,19378.7667921513
"Nelson",2009-12-31,19408.949612399
"Nelson",2010-01-31,19410.7585791714
"Nelson",2010-02-28,19415.4032198522
"Nelson",2010-03-31,19426.66420864
"Nelson",2010-04-30,19432.2507728664
"Nelson",2010-05-31,19458.6300356283
"Nelson",2010-06-30,19468.9368900406
"Nelson",2010-07-31,19475.4612434374
"Nelson",2010-08-31,19486.7083868749
"Nelson",2010-09-30,19499.8424541482
"Nelson",2010-10-31,19519.5864275947
"Nelson",2010-11-30,19534.6028997354
"Nelson",2010-12-31,19544.8933127943
"Nelson",2011-01-31,19560.8477664018
"Nelson",2011-02-28,19574.9099118706
"Nelson",2011-03-31,19600.2995615469
"Nelson",2011-04-30,19654.9518182532
"Nelson",2011-05-31,19679.383295327
"Nelson",2011-06-30,19689.650248209
"Nelson",2011-07-31,19711.240859368
"Nelson",2011-08-31,19730.9391623883
"Nelson",2011-09-30,19744.9711173016
"Nelson",2011-10-31,19763.7175935048
"Nelson",2011-11-30,19786.233686856
"Nelson",2011-12-31,19795.5376597222
"Nelson",2012-01-31,19800.122976923
"Nelson",2012-02-29,19811.30916236
"Nelson",2012-03-31,19824.3788102953
"Nelson",2012-04-30,19835.5594191328
"Nelson",2012-05-31,19843.908680734
"Nelson",2012-06-30,19851.3130381932
"Nelson",2012-07-31,19871.9131709323
"Nelson",2012-08-31,19904.7624441406
"Nelson",2012-09-30,19919.6970941071
"Nelson",2012-10-31,19923.319431292
"Nelson",2012-11-30,19934.4790798077
"Nelson",2012-12-31,19940.9249762195
"Nelson",2013-01-31,19951.1376053314
"Nelson",2013-02-28,19988.6663057126
"Nelson",2013-03-31,20013
"Nelson",2013-04-30,20024.8495144112
"Nelson",2013-05-31,20060.2551204726
"Nelson",2013-06-30,20090.0151303519
"Nelson",2013-07-31,20116.0122478535
"Nelson",2013-08-31,20138.2451010331
"Nelson",2013-09-30,20160.4827560176
"Nelson",2013-10-31,20183.6679366537
"Nelson",2013-11-30,20205.915309577
"Nelson",2013-12-31,20225.3386267936
"Nelson",2014-01-31,20249.4813940059
"Nelson",2014-02-28,20281.1748696282
"Nelson",2014-03-31,20297.7827057899
"Nelson",2014-04-30,20328.5451190921
"Nelson",2014-05-31,20350.8226747896
"Nelson",2014-06-30,20368.386839912
"Nelson",2014-07-31,20382.1796523336
"Nelson",2014-08-31,20420.5157541124
"Nelson",2014-09-30,20430.5411010087
"Nelson",2014-10-31,20456.6179056075
"Nelson",2014-11-30,20480.8120064018
"Nelson",2014-12-31,20496.5124462823
"Nelson",2015-01-31,20521.6604751348
"Nelson",2015-02-28,20543.9803324478
"Nelson",2015-03-31,20559.6923195261
"Nelson",2015-04-30,20582.0209801482
"Nelson",2015-05-31,20612.8585074
"Nelson",2015-06-30,20624.8026859669
"Nelson",2015-07-31,20635.8040263586
"Nelson",2015-08-31,20652.4788591329
"Nelson",2015-09-30,20688.0641898956
"Nelson",2015-10-31,20705.6936367002
"Nelson",2015-11-30,20715.7620855127
"Nelson",2015-12-31,20729.6151491542
"Nelson",2016-01-31,20737.7960923573
"Nelson",2016-02-29,20754.4917329532
"Nelson",2016-03-31,20771.1908034099
"Nelson",2016-04-30,20790.7317648489
"Nelson",2016-05-31,20801.7604297976
"Nelson",2016-06-30,20815.6302997565
"Nelson",2016-07-31,20829.502913604
"Nelson",2016-08-31,20853.7909925819
