"date","index","area"
2014-09-30,1.44,"Hawke's Bay"
2014-09-30,1.43,"Manawatu-Whanganui"
2014-09-30,1.473,"Marlborough"
2014-09-30,1.475,"Nelson"
2014-09-30,1.439,"Northland"
2014-09-30,1.53,"Otago"
2014-09-30,1.492,"Southland"
2014-09-30,1.539,"Taranaki"
2014-09-30,1.469,"Tasman"
2014-09-30,1.425,"Waikato"
2014-09-30,1.465,"Wellington"
2014-09-30,1.698,"West Coast"
2014-12-31,1.498,"New Zealand"
2014-12-31,1.463,"Auckland"
2014-12-31,1.469,"Bay of Plenty"
2014-12-31,1.656,"Canterbury"
2014-12-31,1.471,"Gisborne"
2014-12-31,1.45,"Hawke's Bay"
2014-12-31,1.442,"Manawatu-Whanganui"
2014-12-31,1.486,"Marlborough"
2014-12-31,1.483,"Nelson"
2014-12-31,1.452,"Northland"
2014-12-31,1.547,"Otago"
2014-12-31,1.502,"Southland"
2014-12-31,1.542,"Taranaki"
2014-12-31,1.483,"Tasman"
2014-12-31,1.438,"Waikato"
2014-12-31,1.484,"Wellington"
2014-12-31,1.702,"West Coast"
2015-03-31,1.511,"New Zealand"
2015-03-31,1.479,"Auckland"
2015-03-31,1.481,"Bay of Plenty"
2015-03-31,1.67,"Canterbury"
2015-03-31,1.475,"Gisborne"
2015-03-31,1.46,"Hawke's Bay"
2015-03-31,1.454,"Manawatu-Whanganui"
2015-03-31,1.5,"Marlborough"
2015-03-31,1.5,"Nelson"
2015-03-31,1.464,"Northland"
2015-03-31,1.56,"Otago"
2015-03-31,1.519,"Southland"
2015-03-31,1.542,"Taranaki"
2015-03-31,1.496,"Tasman"
2015-03-31,1.448,"Waikato"
2015-03-31,1.492,"Wellington"
2015-03-31,1.696,"West Coast"
2015-06-30,1.522,"New Zealand"
2015-06-30,1.492,"Auckland"
2015-06-30,1.492,"Bay of Plenty"
2015-06-30,1.679,"Canterbury"
2015-06-30,1.48,"Gisborne"
2015-06-30,1.466,"Hawke's Bay"
2015-06-30,1.467,"Manawatu-Whanganui"
2015-06-30,1.509,"Marlborough"
2015-06-30,1.506,"Nelson"
2015-06-30,1.477,"Northland"
2015-06-30,1.567,"Otago"
2015-06-30,1.526,"Southland"
2015-06-30,1.547,"Taranaki"
2015-06-30,1.513,"Tasman"
2015-06-30,1.46,"Waikato"
2015-06-30,1.503,"Wellington"
2015-06-30,1.68,"West Coast"
2015-09-30,1.541,"New Zealand"
2015-09-30,1.512,"Auckland"
2015-09-30,1.515,"Bay of Plenty"
2015-09-30,1.698,"Canterbury"
2015-09-30,1.49,"Gisborne"
2015-09-30,1.483,"Hawke's Bay"
2015-09-30,1.483,"Manawatu-Whanganui"
2015-09-30,1.525,"Marlborough"
2015-09-30,1.521,"Nelson"
2015-09-30,1.497,"Northland"
2015-09-30,1.586,"Otago"
2015-09-30,1.536,"Southland"
2015-09-30,1.556,"Taranaki"
2015-09-30,1.525,"Tasman"
2015-09-30,1.478,"Waikato"
2015-09-30,1.522,"Wellington"
2015-09-30,1.68,"West Coast"
2015-12-31,1.546,"New Zealand"
2015-12-31,1.52,"Auckland"
2015-12-31,1.522,"Bay of Plenty"
2015-12-31,1.701,"Canterbury"
2015-12-31,1.485,"Gisborne"
2015-12-31,1.488,"Hawke's Bay"
2015-12-31,1.485,"Manawatu-Whanganui"
2015-12-31,1.536,"Marlborough"
2015-12-31,1.527,"Nelson"
2015-12-31,1.506,"Northland"
2015-12-31,1.589,"Otago"
2015-12-31,1.539,"Southland"
2015-12-31,1.551,"Taranaki"
2015-12-31,1.53,"Tasman"
2015-12-31,1.481,"Waikato"
2015-12-31,1.532,"Wellington"
2015-12-31,1.659,"West Coast"
2016-03-31,1.57,"New Zealand"
2016-03-31,1.545,"Auckland"
2016-03-31,1.549,"Bay of Plenty"
2016-03-31,1.72,"Canterbury"
2016-03-31,1.505,"Gisborne"
2016-03-31,1.514,"Hawke's Bay"
2016-03-31,1.51,"Manawatu-Whanganui"
2016-03-31,1.559,"Marlborough"
2016-03-31,1.539,"Nelson"
2016-03-31,1.532,"Northland"
2016-03-31,1.611,"Otago"
2016-03-31,1.556,"Southland"
2016-03-31,1.568,"Taranaki"
2016-03-31,1.545,"Tasman"
2016-03-31,1.503,"Waikato"
2016-03-31,1.56,"Wellington"
2016-03-31,1.661,"West Coast"
2016-06-30,1.583,"New Zealand"
2016-06-30,1.561,"Auckland"
2016-06-30,1.565,"Bay of Plenty"
2016-06-30,1.73,"Canterbury"
2016-06-30,1.511,"Gisborne"
2016-06-30,1.531,"Hawke's Bay"
2016-06-30,1.517,"Manawatu-Whanganui"
2016-06-30,1.569,"Marlborough"
2016-06-30,1.555,"Nelson"
2016-06-30,1.542,"Northland"
2016-06-30,1.628,"Otago"
2016-06-30,1.565,"Southland"
2016-06-30,1.568,"Taranaki"
2016-06-30,1.561,"Tasman"
2016-06-30,1.516,"Waikato"
2016-06-30,1.58,"Wellington"
2016-06-30,1.656,"West Coast"
2016-09-30,1.588,"New Zealand"
2016-09-30,1.571,"Auckland"
2016-09-30,1.571,"Bay of Plenty"
2016-09-30,1.729,"Canterbury"
2016-09-30,1.51,"Gisborne"
2016-09-30,1.533,"Hawke's Bay"
2016-09-30,1.521,"Manawatu-Whanganui"
2016-09-30,1.573,"Marlborough"
2016-09-30,1.554,"Nelson"
2016-09-30,1.546,"Northland"
2016-09-30,1.631,"Otago"
2016-09-30,1.564,"Southland"
2016-09-30,1.562,"Taranaki"
2016-09-30,1.564,"Tasman"
2016-09-30,1.516,"Waikato"
2016-09-30,1.583,"Wellington"
2016-09-30,1.643,"West Coast"
2016-12-31,1.601,"New Zealand"
2016-12-31,1.586,"Auckland"
2016-12-31,1.591,"Bay of Plenty"
2016-12-31,1.739,"Canterbury"
2016-12-31,1.522,"Gisborne"
2016-12-31,1.545,"Hawke's Bay"
2016-12-31,1.525,"Manawatu-Whanganui"
2016-12-31,1.58,"Marlborough"
2016-12-31,1.568,"Nelson"
2016-12-31,1.561,"Northland"
2016-12-31,1.647,"Otago"
2016-12-31,1.566,"Southland"
2016-12-31,1.565,"Taranaki"
2016-12-31,1.585,"Tasman"
2016-12-31,1.527,"Waikato"
2016-12-31,1.593,"Wellington"
2016-12-31,1.639,"West Coast"
2017-03-31,1.61,"New Zealand"
2017-03-31,1.599,"Auckland"
2017-03-31,1.602,"Bay of Plenty"
2017-03-31,1.746,"Canterbury"
2017-03-31,1.528,"Gisborne"
2017-03-31,1.551,"Hawke's Bay"
2017-03-31,1.531,"Manawatu-Whanganui"
2017-03-31,1.587,"Marlborough"
2017-03-31,1.572,"Nelson"
2017-03-31,1.57,"Northland"
2017-03-31,1.657,"Otago"
2017-03-31,1.562,"Southland"
2017-03-31,1.562,"Taranaki"
2017-03-31,1.606,"Tasman"
2017-03-31,1.534,"Waikato"
2017-03-31,1.6,"Wellington"
2017-03-31,1.629,"West Coast"
2017-06-30,1.624,"New Zealand"
2017-06-30,1.615,"Auckland"
2017-06-30,1.621,"Bay of Plenty"
2017-06-30,1.757,"Canterbury"
2017-06-30,1.547,"Gisborne"
2017-06-30,1.564,"Hawke's Bay"
2017-06-30,1.54,"Manawatu-Whanganui"
2017-06-30,1.603,"Marlborough"
2017-06-30,1.586,"Nelson"
2017-06-30,1.587,"Northland"
2017-06-30,1.674,"Otago"
2017-06-30,1.567,"Southland"
2017-06-30,1.572,"Taranaki"
2017-06-30,1.63,"Tasman"
2017-06-30,1.546,"Waikato"
2017-06-30,1.612,"Wellington"
2017-06-30,1.619,"West Coast"
2017-09-30,1.638,"New Zealand"
2017-09-30,1.634,"Auckland"
2017-09-30,1.64,"Bay of Plenty"
2017-09-30,1.768,"Canterbury"
2017-09-30,1.566,"Gisborne"
2017-09-30,1.578,"Hawke's Bay"
2017-09-30,1.553,"Manawatu-Whanganui"
2017-09-30,1.624,"Marlborough"
2017-09-30,1.603,"Nelson"
2017-09-30,1.608,"Northland"
2017-09-30,1.689,"Otago"
2017-09-30,1.578,"Southland"
2017-09-30,1.58,"Taranaki"
2017-09-30,1.658,"Tasman"
2017-09-30,1.556,"Waikato"
2017-09-30,1.623,"Wellington"
2017-09-30,1.615,"West Coast"
2017-12-31,1.658,"New Zealand"
2017-12-31,1.657,"Auckland"
2017-12-31,1.663,"Bay of Plenty"
2017-12-31,1.784,"Canterbury"
2017-12-31,1.586,"Gisborne"
2017-12-31,1.6,"Hawke's Bay"
2017-12-31,1.567,"Manawatu-Whanganui"
2017-12-31,1.649,"Marlborough"
2017-12-31,1.628,"Nelson"
2017-12-31,1.626,"Northland"
2017-12-31,1.711,"Otago"
2017-12-31,1.599,"Southland"
2017-12-31,1.593,"Taranaki"
2017-12-31,1.686,"Tasman"
2017-12-31,1.571,"Waikato"
2017-12-31,1.644,"Wellington"
2017-12-31,1.621,"West Coast"
2018-03-31,1.67,"New Zealand"
2018-03-31,1.674,"Auckland"
2018-03-31,1.682,"Bay of Plenty"
2018-03-31,1.793,"Canterbury"
2018-03-31,1.601,"Gisborne"
2018-03-31,1.618,"Hawke's Bay"
2018-03-31,1.577,"Manawatu-Whanganui"
2018-03-31,1.66,"Marlborough"
2018-03-31,1.641,"Nelson"
2018-03-31,1.64,"Northland"
2018-03-31,1.722,"Otago"
2018-03-31,1.607,"Southland"
2018-03-31,1.6,"Taranaki"
2018-03-31,1.695,"Tasman"
2018-03-31,1.582,"Waikato"
2018-03-31,1.656,"Wellington"
2018-03-31,1.62,"West Coast"
2018-06-30,1.687,"New Zealand"
2018-06-30,1.691,"Auckland"
2018-06-30,1.701,"Bay of Plenty"
2018-06-30,1.808,"Canterbury"
2018-06-30,1.621,"Gisborne"
2018-06-30,1.635,"Hawke's Bay"
2018-06-30,1.595,"Manawatu-Whanganui"
2018-06-30,1.677,"Marlborough"
2018-06-30,1.66,"Nelson"
2018-06-30,1.656,"Northland"
2018-06-30,1.739,"Otago"
2018-06-30,1.628,"Southland"
2018-06-30,1.617,"Taranaki"
2018-06-30,1.712,"Tasman"
2018-06-30,1.597,"Waikato"
2018-06-30,1.669,"Wellington"
2018-06-30,1.65,"West Coast"
2018-09-30,1.705,"New Zealand"
2018-09-30,1.708,"Auckland"
2018-09-30,1.723,"Bay of Plenty"
2018-09-30,1.828,"Canterbury"
2018-09-30,1.642,"Gisborne"
2018-09-30,1.658,"Hawke's Bay"
2018-09-30,1.615,"Manawatu-Whanganui"
2018-09-30,1.695,"Marlborough"
2018-09-30,1.681,"Nelson"
2018-09-30,1.674,"Northland"
2018-09-30,1.757,"Otago"
2018-09-30,1.653,"Southland"
2018-09-30,1.635,"Taranaki"
2018-09-30,1.738,"Tasman"
2018-09-30,1.617,"Waikato"
2018-09-30,1.686,"Wellington"
2018-09-30,1.68,"West Coast"
2018-12-31,1.73,"New Zealand"
2018-12-31,1.731,"Auckland"
2018-12-31,1.752,"Bay of Plenty"
2018-12-31,1.85,"Canterbury"
2018-12-31,1.676,"Gisborne"
2018-12-31,1.685,"Hawke's Bay"
2018-12-31,1.64,"Manawatu-Whanganui"
2018-12-31,1.718,"Marlborough"
2018-12-31,1.702,"Nelson"
2018-12-31,1.699,"Northland"
2018-12-31,1.779,"Otago"
2018-12-31,1.675,"Southland"
2018-12-31,1.659,"Taranaki"
2018-12-31,1.763,"Tasman"
2018-12-31,1.641,"Waikato"
2018-12-31,1.707,"Wellington"
2018-12-31,1.71,"West Coast"
2019-03-31,1.74,"New Zealand"
2019-03-31,1.74,"Auckland"
2019-03-31,1.762,"Bay of Plenty"
2019-03-31,1.859,"Canterbury"
2019-03-31,1.689,"Gisborne"
2019-03-31,1.693,"Hawke's Bay"
2019-03-31,1.652,"Manawatu-Whanganui"
2019-03-31,1.73,"Marlborough"
2019-03-31,1.714,"Nelson"
2019-03-31,1.708,"Northland"
2019-03-31,1.788,"Otago"
2019-03-31,1.689,"Southland"
2019-03-31,1.668,"Taranaki"
2019-03-31,1.784,"Tasman"
2019-03-31,1.653,"Waikato"
2019-03-31,1.718,"Wellington"
2019-03-31,1.718,"West Coast"
2019-06-30,1.757,"New Zealand"
2019-06-30,1.758,"Auckland"
2019-06-30,1.781,"Bay of Plenty"
2019-06-30,1.873,"Canterbury"
2019-06-30,1.711,"Gisborne"
2019-06-30,1.712,"Hawke's Bay"
2019-06-30,1.669,"Manawatu-Whanganui"
2019-06-30,1.739,"Marlborough"
2019-06-30,1.731,"Nelson"
2019-06-30,1.722,"Northland"
2019-06-30,1.804,"Otago"
2019-06-30,1.708,"Southland"
2019-06-30,1.679,"Taranaki"
2019-06-30,1.797,"Tasman"
2019-06-30,1.669,"Waikato"
2019-06-30,1.738,"Wellington"
2019-06-30,1.727,"West Coast"
2019-09-30,1.772,"New Zealand"
2019-09-30,1.774,"Auckland"
2019-09-30,1.797,"Bay of Plenty"
2019-09-30,1.884,"Canterbury"
2019-09-30,1.728,"Gisborne"
2019-09-30,1.73,"Hawke's Bay"
2019-09-30,1.683,"Manawatu-Whanganui"
2019-09-30,1.751,"Marlborough"
2019-09-30,1.743,"Nelson"
2019-09-30,1.736,"Northland"
2019-09-30,1.823,"Otago"
2019-09-30,1.721,"Southland"
2019-09-30,1.693,"Taranaki"
2019-09-30,1.817,"Tasman"
2019-09-30,1.685,"Waikato"
2019-09-30,1.756,"Wellington"
2019-09-30,1.741,"West Coast"
2019-12-31,1.794,"New Zealand"
2019-12-31,1.793,"Auckland"
2019-12-31,1.819,"Bay of Plenty"
2019-12-31,1.906,"Canterbury"
2019-12-31,1.754,"Gisborne"
2019-12-31,1.756,"Hawke's Bay"
2019-12-31,1.707,"Manawatu-Whanganui"
2019-12-31,1.772,"Marlborough"
2019-12-31,1.767,"Nelson"
2019-12-31,1.763,"Northland"
2019-12-31,1.853,"Otago"
2019-12-31,1.747,"Southland"
2019-12-31,1.716,"Taranaki"
2019-12-31,1.847,"Tasman"
2019-12-31,1.708,"Waikato"
2019-12-31,1.778,"Wellington"
2019-12-31,1.762,"West Coast"
2020-03-31,1.817,"New Zealand"
2020-03-31,1.814,"Auckland"
2020-03-31,1.843,"Bay of Plenty"
2020-03-31,1.927,"Canterbury"
2020-03-31,1.779,"Gisborne"
2020-03-31,1.781,"Hawke's Bay"
2020-03-31,1.733,"Manawatu-Whanganui"
2020-03-31,1.793,"Marlborough"
2020-03-31,1.792,"Nelson"
2020-03-31,1.788,"Northland"
2020-03-31,1.88,"Otago"
2020-03-31,1.768,"Southland"
2020-03-31,1.739,"Taranaki"
2020-03-31,1.871,"Tasman"
2020-03-31,1.731,"Waikato"
2020-03-31,1.803,"Wellington"
2020-03-31,1.789,"West Coast"
2020-06-30,1.807,"New Zealand"
2020-06-30,1.798,"Auckland"
2020-06-30,1.835,"Bay of Plenty"
2020-06-30,1.912,"Canterbury"
2020-06-30,1.776,"Gisborne"
2020-06-30,1.779,"Hawke's Bay"
2020-06-30,1.734,"Manawatu-Whanganui"
2020-06-30,1.796,"Marlborough"
2020-06-30,1.784,"Nelson"
2020-06-30,1.783,"Northland"
2020-06-30,1.865,"Otago"
2020-06-30,1.768,"Southland"
2020-06-30,1.729,"Taranaki"
2020-06-30,1.867,"Tasman"
2020-06-30,1.724,"Waikato"
2020-06-30,1.795,"Wellington"
2020-06-30,1.787,"West Coast"
2020-09-30,1.834,"New Zealand"
2020-09-30,1.821,"Auckland"
2020-09-30,1.864,"Bay of Plenty"
2020-09-30,1.938,"Canterbury"
2020-09-30,1.812,"Gisborne"
2020-09-30,1.805,"Hawke's Bay"
2020-09-30,1.766,"Manawatu-Whanganui"
2020-09-30,1.819,"Marlborough"
2020-09-30,1.814,"Nelson"
2020-09-30,1.814,"Northland"
2020-09-30,1.891,"Otago"
2020-09-30,1.797,"Southland"
2020-09-30,1.751,"Taranaki"
2020-09-30,1.887,"Tasman"
2020-09-30,1.755,"Waikato"
2020-09-30,1.829,"Wellington"
2020-09-30,1.817,"West Coast"
2020-12-31,1.835,"New Zealand"
2020-12-31,1.825,"Auckland"
2020-12-31,1.867,"Bay of Plenty"
2020-12-31,1.934,"Canterbury"
2020-12-31,1.809,"Gisborne"
2020-12-31,1.801,"Hawke's Bay"
2020-12-31,1.771,"Manawatu-Whanganui"
2020-12-31,1.809,"Marlborough"
2020-12-31,1.806,"Nelson"
2020-12-31,1.816,"Northland"
2020-12-31,1.885,"Otago"
2020-12-31,1.799,"Southland"
2020-12-31,1.746,"Taranaki"
2020-12-31,1.871,"Tasman"
2020-12-31,1.757,"Waikato"
2020-12-31,1.828,"Wellington"
2020-12-31,1.822,"West Coast"
2021-03-31,1.858,"New Zealand"
2021-03-31,1.845,"Auckland"
2021-03-31,1.896,"Bay of Plenty"
2021-03-31,1.954,"Canterbury"
2021-03-31,1.835,"Gisborne"
2021-03-31,1.833,"Hawke's Bay"
2021-03-31,1.79,"Manawatu-Whanganui"
2021-03-31,1.836,"Marlborough"
2021-03-31,1.831,"Nelson"
2021-03-31,1.838,"Northland"
2021-03-31,1.91,"Otago"
2021-03-31,1.831,"Southland"
2021-03-31,1.764,"Taranaki"
2021-03-31,1.891,"Tasman"
2021-03-31,1.781,"Waikato"
2021-03-31,1.851,"Wellington"
2021-03-31,1.849,"West Coast"
2021-06-30,1.898,"New Zealand"
2021-06-30,1.892,"Auckland"
2021-06-30,1.945,"Bay of Plenty"
2021-06-30,1.993,"Canterbury"
2021-06-30,1.867,"Gisborne"
2021-06-30,1.876,"Hawke's Bay"
2021-06-30,1.823,"Manawatu-Whanganui"
2021-06-30,1.873,"Marlborough"
2021-06-30,1.867,"Nelson"
2021-06-30,1.882,"Northland"
2021-06-30,1.948,"Otago"
2021-06-30,1.865,"Southland"
2021-06-30,1.796,"Taranaki"
2021-06-30,1.929,"Tasman"
2021-06-30,1.817,"Waikato"
2021-06-30,1.878,"Wellington"
2021-06-30,1.888,"West Coast"
2021-09-30,1.914,"New Zealand"
2021-09-30,1.913,"Auckland"
2021-09-30,1.962,"Bay of Plenty"
2021-09-30,2.006,"Canterbury"
2021-09-30,1.883,"Gisborne"
2021-09-30,1.891,"Hawke's Bay"
2021-09-30,1.83,"Manawatu-Whanganui"
2021-09-30,1.884,"Marlborough"
2021-09-30,1.881,"Nelson"
2021-09-30,1.887,"Northland"
2021-09-30,1.966,"Otago"
2021-09-30,1.877,"Southland"
2021-09-30,1.801,"Taranaki"
2021-09-30,1.943,"Tasman"
2021-09-30,1.828,"Waikato"
2021-09-30,1.895,"Wellington"
2021-09-30,1.894,"West Coast"
2021-12-31,1.947,"New Zealand"
2021-12-31,1.946,"Auckland"
2021-12-31,2,"Bay of Plenty"
2021-12-31,2.038,"Canterbury"
2021-12-31,1.921,"Gisborne"
2021-12-31,1.93,"Hawke's Bay"
2021-12-31,1.861,"Manawatu-Whanganui"
2021-12-31,1.916,"Marlborough"
2021-12-31,1.914,"Nelson"
2021-12-31,1.919,"Northland"
2021-12-31,2.002,"Otago"
2021-12-31,1.905,"Southland"
2021-12-31,1.829,"Taranaki"
2021-12-31,1.978,"Tasman"
2021-12-31,1.86,"Waikato"
2021-12-31,1.929,"Wellington"
2021-12-31,1.924,"West Coast"
2022-03-31,1.976,"New Zealand"
2022-03-31,1.977,"Auckland"
2022-03-31,2.037,"Bay of Plenty"
2022-03-31,2.069,"Canterbury"
2022-03-31,1.951,"Gisborne"
2022-03-31,1.965,"Hawke's Bay"
2022-03-31,1.889,"Manawatu-Whanganui"
2022-03-31,1.947,"Marlborough"
2022-03-31,1.948,"Nelson"
2022-03-31,1.95,"Northland"
2022-03-31,2.036,"Otago"
2022-03-31,1.933,"Southland"
2022-03-31,1.856,"Taranaki"
2022-03-31,2.013,"Tasman"
2022-03-31,1.893,"Waikato"
2022-03-31,1.944,"Wellington"
2022-03-31,1.951,"West Coast"
2022-06-30,2.009,"New Zealand"
2022-06-30,2.011,"Auckland"
2022-06-30,2.068,"Bay of Plenty"
2022-06-30,2.1,"Canterbury"
2022-06-30,1.985,"Gisborne"
2022-06-30,1.997,"Hawke's Bay"
2022-06-30,1.921,"Manawatu-Whanganui"
2022-06-30,1.979,"Marlborough"
2022-06-30,1.979,"Nelson"
2022-06-30,1.985,"Northland"
2022-06-30,2.068,"Otago"
2022-06-30,1.96,"Southland"
2022-06-30,1.888,"Taranaki"
2022-06-30,2.047,"Tasman"
2022-06-30,1.925,"Waikato"
2022-06-30,1.978,"Wellington"
2022-06-30,1.984,"West Coast"
