"area","date","dwellings_adj","year","pop","ppd","index","index_pop","index_dwel"
"West Coast",2003-06-30,14631.8,2003,31400,2.14601074372258,1.01169017113557,0.978193146417445,0.966890036422389
"Auckland",2004-06-30,452316.75,2004,1326000,2.93157394679724,1.01299551027507,0.965768390386016,0.953378747082277
"Bay of Plenty",2004-06-30,104313.1,2004,259100,2.48386827733046,1.01846284812092,0.976630229928383,0.958925729819481
"Canterbury",2004-06-30,212445.05,2004,524800,2.47028584568104,1.01058481240105,0.971851851851852,0.96167272645116
"Gisborne",2004-06-30,17062.5,2004,45800,2.68424908424908,1.00861044822591,0.995652173913044,0.987152349714735
"Hawke's Bay",2004-06-30,58777.1,2004,150400,2.55881967637056,1.01276495821355,0.988823142669296,0.976359948722474
"Manawatu-Whanganui",2004-06-30,93013.6,2004,229200,2.4641557793699,1.01788610746923,0.999128160418483,0.981571664144835
"Marlborough",2004-06-30,19540,2004,42500,2.17502558853634,1.01809598025554,0.974770642201835,0.957444741071629
"Nelson",2004-06-30,17830.5,2004,44000,2.46768178121758,1.02731312162326,0.993227990970655,0.966821088979428
"Northland",2004-06-30,64298.1,2004,149500,2.32510758482755,1.02030511704327,0.979043876882777,0.959559900787261
"Otago",2004-06-30,84736.85,2004,195900,2.31186313864629,1.01392518339105,0.980480480480481,0.967014624492595
"Southland",2004-06-30,39852.05,2004,94100,2.36123361282544,1.0267445098846,1.00965665236052,0.983357244806689
"Taranaki",2004-06-30,42949.4,2004,106800,2.48664707772402,1.01529291510624,0.995340167753961,0.980347792193358
"Tasman",2004-06-30,19072.45,2004,45000,2.35942419563297,1.02433588687465,0.982532751091703,0.959190011481003
"Waikato",2004-06-30,160027.25,2004,384500,2.40271578746745,1.01815813510799,0.977873855544252,0.96043416226354
"Wellington",2004-06-30,178109.5,2004,457800,2.57032892686802,1.00684989295545,0.981771391807849,0.975092115197051
"West Coast",2004-06-30,14755.3,2004,31500,2.13482613027183,1.00641742796354,0.981308411214953,0.975051091077193
"Auckland",2005-06-30,464196.5,2005,1348900,2.90588145322078,1.00411755559507,0.98244719592134,0.978418503338596
"Bay of Plenty",2005-06-30,106452.5,2005,262200,2.46307038350438,1.00993506813583,0.988315114964191,0.978592729519191
"Canterbury",2005-06-30,216678.25,2005,531900,2.45479183997471,1.00424627191293,0.985,0.980835107432091
"Gisborne",2005-06-30,17158.45,2005,45900,2.67506680381969,1.005160193168,0.997826086956522,0.992703544906245
"Hawke's Bay",2005-06-30,59475.35,2005,151200,2.5422296800271,1.00619874055128,0.994082840236686,0.987958740330013
"Manawatu-Whanganui",2005-06-30,93823.95,2005,228900,2.43967558389942,1.00777390146093,0.997820401046208,0.990123280231512
"Marlborough",2005-06-30,19963.7,2005,43000,2.15390934546201,1.00821179208536,0.986238532110092,0.978205710201212
"Nelson",2005-06-30,18170.6,2005,44100,2.42699745743124,1.01037595412127,0.99548532731377,0.985262290985087
"Northland",2005-06-30,65630.95,2005,151000,2.30074378018298,1.00961377754926,0.988867059593975,0.979450837125416
"Otago",2005-06-30,86315.75,2005,197900,2.29274495095043,1.0055404258154,0.990490490490491,0.98503298829313
"Southland",2005-06-30,40172.2,2005,93700,2.3324587650166,1.01423222950285,1.00536480686695,0.991257009609877
"Taranaki",2005-06-30,43336.05,2005,106800,2.46446088187548,1.00623433672575,0.995340167753961,0.989173328146167
"Tasman",2005-06-30,19555.05,2005,45500,2.32676469761008,1.01015687831228,0.993449781659389,0.983460889084077
"Waikato",2005-06-30,163390.25,2005,388700,2.37896692122082,1.00809448068215,0.988555442522889,0.980617850277252
"Wellington",2005-06-30,180420.85,2005,461600,2.55846261670977,1.00220161895918,0.989920651940811,0.987746011594832
"West Coast",2005-06-30,14938.65,2005,31800,2.12870640921368,1.00353241834151,0.990654205607477,0.987167118372402
"Auckland",2006-06-30,474435.528780426,2006,1373000,2.89396538983791,1,1,1
"Bay of Plenty",2006-06-30,108781.208759136,2006,265300,2.43884033856829,1,1,1
"Canterbury",2006-06-30,220912.004839714,2006,540000,2.44441220110154,1,1,1
"Gisborne",2006-06-30,17284.5660600724,2006,46000,2.66133380728954,1,1,1
"Hawke's Bay",2006-06-30,60200.2366820837,2006,152100,2.52656813964432,1,1,1
"Manawatu-Whanganui",2006-06-30,94759.8666481834,2006,229400,2.42085608722622,1,1,1
"Marlborough",2006-06-30,20408.4885130077,2006,43600,2.13636595244233,1,1,1
"Nelson",2006-06-30,18442.398705661,2006,44300,2.4020736514281,1,1,1
"Northland",2006-06-30,67007.9063821313,2006,152700,2.27883556201839,1,1,1
"Otago",2006-06-30,87627.2683512542,2006,199800,2.28011215868445,1,1,1
"Southland",2006-06-30,40526.5230011441,2006,93200,2.29972850119338,1,1,1
"Taranaki",2006-06-30,43810.3705052552,2006,107300,2.44919179551629,1,1,1
"Tasman",2006-06-30,19883.9122298113,2006,45800,2.30336965234304,1,1,1
"Waikato",2006-06-30,166619.697932079,2006,393200,2.35986503924815,1,1,1
"Wellington",2006-06-30,182659.153144733,2006,466300,2.55284223085453,1,1,1
