"date","index","type","area","change_since06"
2008-03-31,1.03584927694467,"relative rental price index","Wellington",0.036
2008-03-31,1.06264773488528,"relative rental price index","West Coast",0.063
2008-04-30,0.995081960510762,"relative rental price index","Auckland",-0.005
2008-04-30,0.99508379334102,"relative rental price index","Bay of Plenty",-0.005
2008-04-30,0.997365730615713,"relative rental price index","Canterbury",-0.003
2008-04-30,1.09261712967593,"relative rental price index","Gisborne",0.093
2008-04-30,0.975517628241162,"relative rental price index","Hawke's Bay",-0.024
2008-04-30,0.984639771325046,"relative rental price index","Manawatu- Whanganui",-0.015
2008-04-30,1.0321978217656,"relative rental price index","Marlborough",0.032
2008-04-30,1.02578136228628,"relative rental price index","Nelson",0.026
2008-04-30,1.02942316790002,"relative rental price index","Northland",0.029
2008-04-30,0.979011805042139,"relative rental price index","Otago",-0.021
2008-04-30,1.00033499289934,"relative rental price index","Southland",0
2008-04-30,1.02024969247474,"relative rental price index","Taranaki",0.02
2008-04-30,1.01764471999774,"relative rental price index","Tasman",0.018
2008-04-30,0.972162221095836,"relative rental price index","Waikato",-0.028
2008-04-30,1.04046762386818,"relative rental price index","Wellington",0.04
2008-04-30,0.981230444305218,"relative rental price index","West Coast",-0.019
2008-05-31,0.993254454737596,"relative rental price index","Auckland",-0.007
2008-05-31,0.990640652516766,"relative rental price index","Bay of Plenty",-0.009
2008-05-31,1.00106649957608,"relative rental price index","Canterbury",0.001
2008-05-31,1.06761774103398,"relative rental price index","Gisborne",0.068
2008-05-31,0.970784714160062,"relative rental price index","Hawke's Bay",-0.029
2008-05-31,0.98818491628144,"relative rental price index","Manawatu- Whanganui",-0.012
2008-05-31,0.992351911937223,"relative rental price index","Marlborough",-0.008
2008-05-31,1.00030659867763,"relative rental price index","Nelson",0
2008-05-31,1.02076702380654,"relative rental price index","Northland",0.021
2008-05-31,0.969731189587792,"relative rental price index","Otago",-0.03
2008-05-31,0.980652519273521,"relative rental price index","Southland",-0.019
2008-05-31,1.01594321689376,"relative rental price index","Taranaki",0.016
2008-05-31,1.03344840361015,"relative rental price index","Tasman",0.033
2008-05-31,0.973346290899142,"relative rental price index","Waikato",-0.027
2008-05-31,1.04792044279682,"relative rental price index","Wellington",0.048
2008-05-31,0.983728727133813,"relative rental price index","West Coast",-0.016
2008-06-30,0.988609308950112,"relative rental price index","Auckland",-0.011
2008-06-30,0.998084666986406,"relative rental price index","Bay of Plenty",-0.002
2008-06-30,0.984327182847007,"relative rental price index","Canterbury",-0.016
2008-06-30,1.07376041824949,"relative rental price index","Gisborne",0.074
2008-06-30,0.9925677130471,"relative rental price index","Hawke's Bay",-0.007
2008-06-30,1.00988913469405,"relative rental price index","Manawatu- Whanganui",0.01
2008-06-30,1.03523202704698,"relative rental price index","Marlborough",0.035
2008-06-30,1.02402146897769,"relative rental price index","Nelson",0.024
2008-06-30,1.04660957677374,"relative rental price index","Northland",0.047
2008-06-30,0.981468379946837,"relative rental price index","Otago",-0.019
2008-06-30,0.988949265101862,"relative rental price index","Southland",-0.011
2008-06-30,1.07549160843346,"relative rental price index","Taranaki",0.075
2008-06-30,1.01498409946351,"relative rental price index","Tasman",0.015
2008-06-30,0.991354729116943,"relative rental price index","Waikato",-0.009
2008-06-30,1.04246449453603,"relative rental price index","Wellington",0.042
2008-06-30,1.01005531107418,"relative rental price index","West Coast",0.01
2008-07-31,0.993218655333929,"relative rental price index","Auckland",-0.007
2008-07-31,0.990385457334589,"relative rental price index","Bay of Plenty",-0.01
2008-07-31,0.989859104280177,"relative rental price index","Canterbury",-0.01
2008-07-31,1.09118713636978,"relative rental price index","Gisborne",0.091
2008-07-31,0.97496411801903,"relative rental price index","Hawke's Bay",-0.025
2008-07-31,1.00266241733199,"relative rental price index","Manawatu- Whanganui",0.003
2008-07-31,1.04767953961053,"relative rental price index","Marlborough",0.048
2008-07-31,1.02869822992685,"relative rental price index","Nelson",0.029
2008-07-31,1.03281023900329,"relative rental price index","Northland",0.033
2008-07-31,0.958886135370331,"relative rental price index","Otago",-0.041
2008-07-31,0.994190490520507,"relative rental price index","Southland",-0.006
2008-07-31,1.05990287484103,"relative rental price index","Taranaki",0.06
2008-07-31,1.01098068529899,"relative rental price index","Tasman",0.011
2008-07-31,0.978070531086819,"relative rental price index","Waikato",-0.022
2008-07-31,1.04253868337669,"relative rental price index","Wellington",0.043
2008-07-31,1.02619261162419,"relative rental price index","West Coast",0.026
2008-08-31,0.985732731136229,"relative rental price index","Auckland",-0.014
2008-08-31,0.999825712019428,"relative rental price index","Bay of Plenty",0
2008-08-31,0.993535815993586,"relative rental price index","Canterbury",-0.006
